""		"grids"		"richness"		"PD_obs"		"pd_rand_mean"		"pd_rand_sd"		"pd_obs_rank"		"zscore"		"pd_obs_p"		"reps"		"PD"		"SR"		"std_resid_loess"		"mpd"		"mntd"		"loess_mpd"		"loess_mntd"		"PE"		"WE"		"std_PE"		"ntaxa.x"		"mpd.obs"		"mpd.rand.mean"		"mpd.rand.sd"		"mpd.obs.rank"		"mpd.obs.z"		"mpd.obs.p"		"runs.x"		"ntaxa.y"		"mntd.obs"		"mntd.rand.mean"		"mntd.rand.sd"		"mntd.obs.rank"		"mntd.obs.z"		"mntd.obs.p"		"runs.y"		"hotspot10_stdPDloess"		"coldspot10_lstdPDloess"		"mpa"		"name"		"coldspot10_mpd"		"hotspot10_mpd"		"coldspot10_mntd"		"hotspot10_mntd"		"coldspot10_sr"		"hotspot10_sr"		"coldspot10_stdPE"		"hotspot10_stdPE"		"cluster"		"ED"		"COLOURS"		"geometry"
"26"		"cell_3.1161"		76		"2061,8061563135"		"2296,44284366942"		"52767,9244610754"		"161"		"-1,02143541708518"		"0,161"		999		"2061,8061563135"		19		"0,504812120622556"		"432,248583598"		"122,326650045019"		"0,458191131832914"		"0,0577480822194336"		"198,56309363935"		"2,91348310557054"		"2,87936168690803"		19		"432,248583598"		"424,602466488647"		"23,8337880171249"		"569"		"0,320809982192448"		"0,569"		999		19		"122,326650045019"		"153,43660175132"		"28,056931264227"		"128"		"-1,10881519483801"		"0,128"		999		NA		NA		"Kerguelen_Exclusive_Economic_ZoneNA"		NA		NA		NA		NA		NA		NA		NA		NA		"2,87936168690803"		2		0,674155120046304		"#C3A1AE"		list(c(4088646.48103818, 4372648.45567725, 4468545.02534295, 4178314.60233392, 4088646.48103818, 1820382.697444, 1946828.52323758, 1715313.72416558, 1603904.7028993, 1820382.697444))
"27"		"cell_3.1168"		19		"1291,95831608278"		"1618,30166504787"		"44936,2942823924"		"71"		"-1,53948739903962"		"0,071"		999		"1291,95831608278"		11		"-1,13517171403773"		"388,926374284052"		"110,059744716351"		"-0,271751774263839"		"-0,745116647019526"		"13,1045355412025"		"0,231651465810302"		"-0,140579521000577"		11		"388,926374284052"		"424,243858778521"		"35,4402467664643"		"143"		"-0,996536077392339"		"0,143"		999		11		"110,059744716351"		"197,580519873175"		"44,5483106346583"		"24"		"-1,96462613082197"		"0,024"		999		NA		"-1,13517171403773"		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2074108.45468511, 2381020.01107751, 2425591.33920661, 2112934.57461649, 2074108.45468511, 796175.640516498, 913987.948952283, 788122.401120179, 686534.060144396, 796175.640516498))
"28"		"cell_3.1169"		25		"1536,7462577741"		"1803,77354874509"		"47215,484689052"		"119"		"-1,22889116993533"		"0,119"		999		"1536,7462577741"		13		"-0,47446351399891"		"422,364957397799"		"129,333863680497"		"0,290634842085453"		"-0,239796536512893"		"13,8258705562082"		"0,204034366171708"		"-0,0161870857646632"		13		"422,364957397799"		"424,98194514301"		"30,5344413742035"		"378"		"-0,0857060953937063"		"0,378"		999		13		"129,333863680497"		"181,250109874166"		"38,9757772966037"		"88"		"-1,33201310646328"		"0,088"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2381020.01107751, 2686186.23680937, 2736470.10154787, 2425591.33920661, 2381020.01107751, 913987.948952283, 1031130.28771824, 889133.034145365, 788122.401120179, 913987.948952283))
"29"		"cell_3.1172"		7		"1439,79687007831"		"1202,03023306024"		"29432,1054659063"		"925"		"1,3859266618545"		"0,925"		999		"1439,79687007831"		7		"2,2148490879294"		"466,637826008931"		"338,585623565379"		"0,928114485618472"		"1,84213349814432"		"112,827636827772"		"1,17408119165957"		"2,80729657961384"		7		"466,637826008931"		"423,950643715105"		"48,4180975028061"		"867"		"0,881636918744115"		"0,867"		999		7		"338,585623565379"		"239,196149436585"		"63,50880017548"		"945"		"1,56497168666661"		"0,945"		999		"2,2148490879294"		NA		NA		NA		NA		"466,637826008931"		NA		"338,585623565379"		NA		NA		NA		"2,80729657961384"		2		0,674155120046304		"#C3A1AE"		list(c(3290412.75358831, 3589046.34552862, 3656231.2333468, 3352007.39195255, 3290412.75358831, 1263071.1165244, 1377705.81212373, 1187981.54169631, 1089133.22356368, 1263071.1165244))
"30"		"cell_3.1173"		25		"1501,70181917467"		"1712,69972726869"		"42945,7387671078"		"160"		"-1,01816487510008"		"0,16"		999		"1501,70181917467"		12		"-0,253873355824171"		"406,641476544715"		"157,126170698603"		"0,0217992908762363"		"0,0744950403448257"		"30,6777078922495"		"0,541092115318332"		"-0,0325668014791105"		12		"406,641476544715"		"423,576794191151"		"33,6703667448722"		"245"		"-0,502973958518439"		"0,245"		999		12		"157,126170698603"		"188,961354657615"		"41,2924943584675"		"215"		"-0,770967810339692"		"0,215"		999		NA		NA		"Heard_and_McDonald_Islands_Exclusive_Economic_ZoneNA"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(3589046.34552862, 3885081.66558138, 3957808.16469493, 3656231.2333468, 3589046.34552862, 1377705.81212373, 1491343.12459218, 1285969.82662079, 1187981.54169631, 1377705.81212373))
"31"		"cell_3.1174"		253		"3168,73632738916"		"2990,24901228924"		"63643,3985768148"		"765"		"0,707506892641923"		"0,765"		999		"3168,73632738916"		29		"4,26499384935665"		"443,004500842728"		"152,496718185438"		"0,779550163036303"		"0,789092544235471"		"293,681508067031"		"4,79112888264087"		"0,223532740953657"		29		"443,004500842728"		"424,028351173125"		"18,1726962253687"		"858"		"1,04421212099021"		"0,858"		999		29		"152,496718185438"		"129,117445041376"		"19,8187170261481"		"881"		"1,17965623673906"		"0,881"		999		"4,26499384935665"		NA		"Kerguelen_Exclusive_Economic_ZoneNA"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(3885081.66558138, 4178314.60233392, 4256530.25373575, 3957808.16469493, 3885081.66558138, 1491343.12459218, 1603904.7028993, 1383030.51705, 1285969.82662079, 1491343.12459218))
"32"		"cell_3.1175"		276		"2021,75760035765"		"2298,3332636573"		"53376,0269757728"		"115"		"-1,19712869405434"		"0,115"		999		"2021,75760035765"		20		"-0,145953685044534"		"415,846187252892"		"131,247954223583"		"0,198221123464133"		"0,227478840260582"		"81,396641101805"		"2,05424752728126"		"-1,17214524218116"		19		"415,846187252892"		"423,939909579066"		"24,2376231597563"		"301"		"-0,333932179439651"		"0,301"		999		19		"131,247954223583"		"153,833319590038"		"28,9525332524707"		"219"		"-0,780082529204154"		"0,219"		999		NA		NA		"Kerguelen_Exclusive_Economic_ZoneNA"		NA		NA		NA		NA		NA		NA		NA		"-1,17214524218116"		NA		2		0,674155120046304		"#C3A1AE"		list(c(4178314.60233392, 4468545.02534295, 4552193.62369895, 4256530.25373575, 4178314.60233392, 1603904.7028993, 1715313.72416558, 1479097.36940564, 1383030.51705, 1603904.7028993))
"33"		"cell_3.1182"		58		"1836,93631097202"		"2139,49936943629"		"53117,7172650867"		"90"		"-1,31279284218582"		"0,09"		999		"1836,93631097202"		17		"-0,183896166743439"		"363,642589925301"		"132,028062035136"		"-0,59196143331653"		"0,112794285898142"		"15,3909938719614"		"0,256797266074792"		"-0,0883002337422417"		17		"363,642589925301"		"424,726878701173"		"26,5375849854618"		"34"		"-2,30180285091263"		"0,034"		999		17		"132,028062035136"		"160,780047367869"		"31,3421676825762"		"182"		"-0,917357906572545"		"0,182"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2112934.57461649, 2425591.33920661, 2463514.29007573, 2145969.28774713, 2112934.57461649, 686534.060144396, 788122.401120179, 660096.664568322, 575010.737633834, 686534.060144396))
"34"		"cell_3.1183"		6		"915,837839612238"		"954,751897915547"		"21084,3301432337"		"350,5"		"-0,267994956720902"		"0,3505"		999		"915,837839612238"		5		"0,291036433374868"		"441,984302121681"		"215,036803290771"		"0,673105506164707"		"-0,626031010468156"		"6,89264860526733"		"0,054546907963057"		"0,0520110827213089"		5		"441,984302121681"		"426,011082074962"		"61,6806729768461"		"510"		"0,258966371082146"		"0,51"		999		5		"215,036803290771"		"284,940517539474"		"86,7440274402886"		"213"		"-0,805861986254011"		"0,213"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2425591.33920661, 2736470.10154787, 2779253.49194774, 2463514.29007573, 2425591.33920661, 788122.401120179, 889133.034145365, 744698.728728775, 660096.664568322, 788122.401120179))
"35"		"cell_3.1187"		95		"1863,11006729583"		"1985,04287670489"		"49041,2302021863"		"296"		"-0,550604684938579"		"0,296"		999		"1863,11006729583"		15		"0,816063578044501"		"439,077055853854"		"155,571840664487"		"0,585947149052717"		"0,31776214769821"		"37,5440257394454"		"0,849239644118035"		"-0,399912701009175"		15		"439,077055853854"		"423,874981745143"		"28,0804501976806"		"678"		"0,541375725876616"		"0,678"		999		15		"155,571840664487"		"170,515821662957"		"35,1881262852538"		"337"		"-0,424688171155389"		"0,337"		999		NA		NA		"Heard_and_McDonald_Islands_Exclusive_Economic_ZoneNA"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(3656231.2333468, 3957808.16469493, 4019686.58673293, 3713394.64549591, 3656231.2333468, 1187981.54169631, 1285969.82662079, 1077071.7747413, 995001.096438683, 1187981.54169631))
"36"		"cell_3.1188"		15		"1028,47913703107"		"1211,59923408698"		"28047,0240279806"		"137"		"-1,09343410711821"		"0,137"		999		"1028,47913703107"		7		"-0,484256174378502"		"387,400719125384"		"173,403254436621"		"-0,304410624523845"		"-0,598253513765449"		"12,172661161618"		"0,400316740972081"		"-0,701234799460662"		7		"387,400719125384"		"423,983065417542"		"48,8349161872117"		"185"		"-0,749102264288068"		"0,185"		999		7		"173,403254436621"		"241,820015321659"		"65,3141880063719"		"160"		"-1,04750228049017"		"0,16"		999		NA		NA		"Kerguelen_Exclusive_Economic_ZoneNA"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(3957808.16469493, 4256530.25373575, 4323079.05157989, 4019686.58673293, 3957808.16469493, 1285969.82662079, 1383030.51705, 1158365.54068673, 1077071.7747413, 1285969.82662079))
"37"		"cell_3.1189"		2		"321,868574073079"		"477,800796687492"		"5633,87902527372"		"88,5"		"-2,07745732173331"		"0,0885"		999		"115,553633696962"		2		"-0,926636008204137"		"115,553633696962"		"115,553633696962"		"-4,0376113795327"		"-3,41341759801627"		"13,4275724248235"		"0,209708737864078"		"-0,0557812185409484"		2		"115,553633696962"		"425,529108316297"		"152,582167645163"		"88,5"		"-2,03153146532954"		"0,0885"		999		2		"115,553633696962"		"422,753828678184"		"154,179330627418"		"88"		"-1,99248624138592"		"0,088"		999		NA		NA		"Kerguelen_Exclusive_Economic_ZoneNA"		NA		"115,553633696962"		NA		NA		NA		2		NA		NA		NA		3		0,731234176932112		"#D09AC6"		list(c(4256530.25373575, 4552193.62369895, 4623364.97575149, 4323079.05157989, 4256530.25373575, 1383030.51705, 1479097.36940564, 1238826.91156695, 1158365.54068673, 1383030.51705))
"38"		"cell_3.1196"		102		"2469,03310614764"		"2853,91609169408"		"63238,2315758938"		"67"		"-1,53051945495687"		"0,067"		999		"2469,03310614764"		27		"0,309384214469204"		"384,743700746122"		"110,767940353322"		"-0,172618189605731"		"0,141637511743602"		"30,087301866437"		"0,579725319672939"		"-0,155662722582658"		27		"384,743700746122"		"424,501273616991"		"19,4675380853731"		"44"		"-2,04224965152324"		"0,044"		999		27		"110,767940353322"		"132,50864622254"		"21,0224630510551"		"142"		"-1,03416549318788"		"0,142"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2145969.28774713, 2463514.29007573, 2494684.91951253, 2173122.04822455, 2145969.28774713, 575010.737633834, 660096.664568322, 530261.648941639, 461911.350659926, 575010.737633834))
"39"		"cell_3.1197"		8		"933,914821821784"		"957,202305511937"		"22983,0726287582"		"400"		"-0,153609656856456"		"0,4"		999		"933,914821821784"		5		"0,409659273793057"		"425,357682651492"		"269,982420883237"		"0,414480137321974"		"0,185729786045749"		"7,585969687054"		"0,0613439636417189"		"0,070066956860192"		5		"425,357682651492"		"428,698331950645"		"60,5518132824662"		"373"		"-0,0551700951310787"		"0,373"		999		5		"269,982420883237"		"279,69702388384"		"88,2527329842552"		"448"		"-0,110077078319337"		"0,448"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		4		0,75010651775847		"#D69D94"		list(c(2463514.29007573, 2779253.49194774, 2814419.14170972, 2494684.91951253, 2463514.29007573, 660096.664568322, 744698.728728775, 598223.255860114, 530261.648941639, 660096.664568322))
"40"		"cell_3.1201"		11		"1278,68988504892"		"1320,94852018889"		"33344,4579587461"		"387"		"-0,231421463220527"		"0,387"		999		"1278,68988504892"		8		"0,477570304325763"		"421,60491729873"		"210,810282335119"		"0,193501358620726"		"0,210588018182047"		"17,5143924853838"		"0,619500269234312"		"-0,952648583853707"		8		"421,60491729873"		"423,309336125883"		"44,1284912297495"		"386"		"-0,0386239995897168"		"0,386"		999		8		"210,810282335119"		"228,843270581237"		"58,6187686322461"		"384"		"-0,307631645407821"		"0,384"		999		NA		NA		"Heard_and_McDonald_Islands_Exclusive_Economic_ZoneNA"		NA		NA		NA		NA		NA		NA		NA		"-0,952648583853707"		NA		2		0,674155120046304		"#C3A1AE"		list(c(3713394.64549591, 4019686.58673293, 4070547.32724167, 3760379.9010366, 3713394.64549591, 995001.096438683, 1077071.7747413, 865221.543993589, 799293.422337398, 995001.096438683))
"41"		"cell_3.1202"		19		"1800,31119241599"		"1728,8277914399"		"44434,4624028105"		"624"		"0,33911362687918"		"0,624"		999		"1800,31119241599"		12		"1,70562915509132"		"448,43380581935"		"189,969629464589"		"0,67187470715849"		"0,559720858460008"		"76,785548424334"		"1,07109347889204"		"1,09742831368764"		12		"448,43380581935"		"423,973978025957"		"31,9658161291343"		"764"		"0,765187026496718"		"0,764"		999		12		"189,969629464589"		"186,925473035984"		"41,8021333993376"		"545"		"0,0728229920593575"		"0,545"		999		"1,70562915509132"		NA		"Heard_and_McDonald_Islands_Exclusive_Economic_ZoneNA"		NA		NA		NA		NA		NA		NA		NA		NA		"1,09742831368764"		2		0,674155120046304		"#C3A1AE"		list(c(4019686.58673293, 4323079.05157989, 4377778.59023718, 4070547.32724167, 4019686.58673293, 1077071.7747413, 1158365.54068673, 930525.564893453, 865221.543993589, 1077071.7747413))
"42"		"cell_3.1210"		3		"400,598319762292"		"476,395633169098"		"5663,87392967326"		"238,5"		"-1,00715664763755"		"0,2385"		999		"273,013125074504"		2		"-0,410004086415549"		"273,013125074504"		"273,013125074504"		"-1,58834506244868"		"-1,08712757271615"		"3,22697836713925"		"0,0327538422776518"		"-0,0868510717319946"		2		"273,013125074504"		"421,14021797211"		"155,077253587488"		"230,5"		"-0,955182591069295"		"0,2305"		999		2		"273,013125074504"		"422,115777478316"		"150,236922816656"		"226,5"		"-0,992450122169848"		"0,2265"		999		NA		NA		NA		NA		"273,013125074504"		NA		NA		NA		2		NA		NA		NA		1		0,785737450426805		"#C9A66D"		list(c(2173122.04822455, 2494684.91951253, 2519017.79098837, 2194318.43221964, 2173122.04822455, 461911.350659926, 530261.648941639, 398973.222993243, 347545.896780922, 461911.350659926))
"43"		"cell_3.1211"		2		"514,302505243166"		"478,199767239839"		"5422,94193836713"		"431"		"0,490255712043972"		"0,431"		999		"500,421496037137"		2		"0,336133365777933"		"500,421496037137"		"500,421496037137"		"1,94896893716434"		"2,27257986957256"		"12,5158635912482"		"0,3125"		"-0,415557608719151"		2		"500,421496037137"		"427,200044045683"		"149,734738599846"		"425"		"0,489007779197666"		"0,425"		999		2		"500,421496037137"		"422,774666715389"		"153,232486175556"		"432"		"0,506725638013791"		"0,432"		999		NA		NA		NA		NA		NA		"500,421496037137"		NA		"500,421496037137"		2		NA		NA		NA		3		0,731234176932112		"#D09AC6"		list(c(2494684.91951253, 2814419.14170972, 2841870.66423215, 2519017.79098837, 2494684.91951253, 530261.648941639, 598223.255860114, 450108.094629128, 398973.222993243, 530261.648941639))
"44"		"cell_3.1213"		5		"606,455064827324"		"658,14664428937"		"11598,6802672917"		"291"		"-0,479971570429583"		"0,291"		999		"592,574055621295"		3		"-0,00964052988855638"		"395,049370414196"		"289,677244791256"		"0,161744114953402"		"-0,355734968286637"		"4,77495295852586"		"0,0270623591686871"		"0,0176430166798601"		3		"395,049370414196"		"425,299046465348"		"93,8380328802284"		"307"		"-0,32236050908869"		"0,307"		999		3		"289,677244791256"		"365,869382115283"		"123,958931833656"		"314"		"-0,614656291377784"		"0,314"		999		NA		NA		NA		NA		NA		NA		NA		NA		3		NA		NA		NA		5		0,782129873630327		"#B3A2E1"		list(c(3132096.00589213, 3447490.16688597, 3481116.59180598, 3162646.11222631, 3132096.00589213, 665747.557832842, 732786.656264494, 551354.703097648, 500913.934429534, 665747.557832842))
"45"		"cell_3.1214"		3		"553,349602549977"		"662,653540862121"		"12028,9566257595"		"160"		"-0,99660217529163"		"0,16"		999		"553,349602549977"		3		"-0,35812351803539"		"368,899735033318"		"209,615955616082"		"-0,245010794401968"		"-1,53855206487126"		"4,34088498279792"		"0,0424410189607758"		"-0,054101920758005"		3		"368,899735033318"		"429,650111603119"		"91,4716854862597"		"169"		"-0,664144059955326"		"0,169"		999		3		"209,615955616082"		"355,76119960391"		"125,649961113161"		"159"		"-1,16311412031563"		"0,159"		999		NA		NA		NA		NA		NA		NA		NA		NA		3		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(3447490.16688597, 3760379.9010366, 3797058.21664935, 3481116.59180598, 3447490.16688597, 732786.656264494, 799293.422337398, 601394.94052369, 551354.703097648, 732786.656264494))
"46"		"cell_3.1239"		3		"727,511496236587"		"650,948614088861"		"11666,8705909189"		"675"		"0,708828357031915"		"0,675"		999		"713,630487030558"		3		"0,784743044659239"		"475,753658020372"		"451,085820003748"		"1,41709107148663"		"2,02889840776325"		"20,2116578574111"		"0,555163283318623"		"-0,653537078373916"		3		"475,753658020372"		"429,125960364407"		"92,4681170511966"		"605"		"0,504257025479911"		"0,605"		999		3		"451,085820003748"		"360,957041972659"		"124,582027709493"		"652"		"0,723449278263928"		"0,652"		999		NA		NA		NA		"East Antarctic"		NA		"475,753658020372"		NA		"451,085820003748"		NA		NA		NA		NA		3		0,731234176932112		"#D09AC6"		list(c(2536446.20979389, 2861532.81679993, 2873351.70681957, 2546922.40584458, 2536446.20979389, 266591.23917291, 300759.218397394, 150585.98205355, 133478.547296535, 266591.23917291))
"47"		"cell_3.1253"		26		"1838,53032162818"		"2142,63137847054"		"50994,3353812677"		"92"		"-1,3466569025516"		"0,092"		999		"1838,53032162818"		17		"-0,173436120398369"		"399,019227055627"		"145,96584542329"		"-0,0416814535136172"		"0,318709637122763"		"223,919874555644"		"4,2203503494813"		"-0,933369385796258"		17		"399,019227055627"		"424,132974862916"		"26,1151371708369"		"157"		"-0,961654830415138"		"0,157"		999		17		"145,96584542329"		"159,785238022509"		"31,5411110936604"		"338"		"-0,438139054714427"		"0,338"		999		NA		NA		NA		"East Antarctic"		NA		NA		NA		NA		NA		NA		"-0,933369385796258"		NA		2		0,674155120046304		"#C3A1AE"		list(c(2546922.40584458, 2873351.70681957, 2877294.93953504, 2550417.66461526, 2546922.40584458, 133478.547296535, 150585.98205355, 1.76177683238779e-10, 1.56162883849434e-10, 133478.547296535))
"48"		"cell_3.1267"		132		"2483,21834289352"		"3040,46567448456"		"68584,1037649494"		"23"		"-2,12782674653713"		"0,023"		999		"2483,21834289352"		30		"-0,551614614418707"		"394,165698307032"		"95,102539741843"		"0,0397368783174501"		"-0,0454288495423927"		"51,6627257472177"		"1,04600258510073"		"-0,235640377359435"		30		"394,165698307032"		"424,024237177844"		"17,7671371900554"		"72"		"-1,68054867542332"		"0,072"		999		30		"95,102539741843"		"126,482231216751"		"18,6425725199588"		"39"		"-1,68322753961731"		"0,039"		999		NA		NA		NA		"East Antarctic"		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2550417.66461526, 2877294.93953504, 2873351.70681957, 2546922.40584458, 2550417.66461526, 1.56162883849434e-10, 1.76177683238779e-10, -150585.98205355, -133478.547296535, 1.56162883849434e-10))
"49"		"cell_3.1281"		27		"1696,50295367659"		"1883,37761046877"		"46010,4436261589"		"198"		"-0,871208688012228"		"0,198"		999		"1696,50295367659"		14		"0,146947385215784"		"408,75665012589"		"141,426794108482"		"0,10149353585974"		"0,022511021317521"		"300,216996193701"		"4,80378116273854"		"0,526402906417661"		14		"408,75665012589"		"424,107886671845"		"31,1113542653617"		"260"		"-0,493428746785408"		"0,26"		999		14		"141,426794108482"		"174,452108649162"		"37,6675632353057"		"189"		"-0,876757392942434"		"0,189"		999		NA		NA		NA		"East Antarctic"		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2546922.40584458, 2873351.70681957, 2861532.81679993, 2536446.20979389, 2546922.40584458, -133478.547296535, -150585.98205355, -300759.218397394, -266591.239172911, -133478.547296535))
"50"		"cell_3.1295"		46		"2428,62343206475"		"2712,6508541707"		"62775,9227551383"		"128"		"-1,13361013347183"		"0,128"		999		"2428,62343206475"		25		"0,696743491179857"		"420,037127106703"		"119,08081226128"		"0,329262505302211"		"0,223409689298843"		"39,9168883094233"		"0,760696437622089"		"-0,0198464573821968"		25		"420,037127106703"		"425,01449244153"		"19,8823689998215"		"345"		"-0,250340657839702"		"0,345"		999		25		"119,08081226128"		"136,824902545617"		"21,519808775539"		"214"		"-0,82454683819061"		"0,214"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2536446.20979389, 2861532.81679993, 2841870.66423215, 2519017.79098837, 2536446.20979389, -266591.239172911, -300759.218397394, -450108.094629128, -398973.222993242, -266591.239172911))
"51"		"cell_3.1296"		5		"720,346726639995"		"810,985087655354"		"17296,4178545931"		"224"		"-0,689182052928741"		"0,224"		999		"706,465717433966"		4		"-0,153589499138535"		"402,295737823677"		"206,0442213969"		"0,154177142020429"		"-1,15322098999647"		"26,6566602731617"		"0,399134914524297"		"0,115887716389172"		4		"402,295737823677"		"427,745490372816"		"69,8048161536636"		"298"		"-0,364584479287433"		"0,298"		999		4		"206,0442213969"		"313,855252125812"		"101,683466925818"		"158"		"-1,06026116131115"		"0,158"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		3		0,731234176932112		"#D09AC6"		list(c(2861532.81679993, 3184527.6253997, 3162646.11222631, 2841870.66423215, 2861532.81679993, -300759.218397394, -334707.340750057, -500913.934429534, -450108.094629128, -300759.218397394))
"52"		"cell_3.1309"		39		"1722,56619313401"		"2222,2172893795"		"55543,2755347394"		"8"		"-2,12007439426359"		"0,008"		999		"1722,56619313401"		18		"-1,3310208110443"		"350,896338727597"		"111,985378829074"		"-0,798841911714644"		"-0,135201819425078"		"19,2808405567927"		"0,295857910893856"		"0,0135675303031747"		18		"350,896338727597"		"424,648138515542"		"25,0466987080514"		"16"		"-2,94457168378193"		"0,016"		999		18		"111,985378829074"		"155,948899646907"		"30,0393896000005"		"74"		"-1,4635290997335"		"0,074"		999		NA		"-1,3310208110443"		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2519017.79098837, 2841870.66423215, 2814419.14170972, 2494684.91951253, 2519017.79098837, -398973.222993242, -450108.094629128, -598223.255860113, -530261.648941639, -398973.222993242))
"53"		"cell_3.1337"		31		"1605,12741281535"		"2053,43553022997"		"51893,2236513783"		"27"		"-1,96798270509206"		"0,027"		999		"1605,12741281535"		16		"-1,29810632254507"		"343,354334591761"		"115,837108993268"		"-0,902047707283724"		"-0,188167557765902"		"19,7565316778885"		"0,601029754370546"		"-0,784683735888451"		16		"343,354334591761"		"424,783548057008"		"26,7667643615001"		"12"		"-3,0421761990168"		"0,012"		999		16		"115,837108993268"		"165,079489561565"		"32,4037435172456"		"59"		"-1,51965097927928"		"0,059"		999		NA		"-1,29810632254507"		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2463514.29007573, 2779253.49194774, 2736470.10154787, 2425591.33920661, 2463514.29007573, -660096.664568322, -744698.728728775, -889133.034145365, -788122.401120179, -660096.664568322))
"54"		"cell_3.1351"		95		"2253,39450354911"		"2650,6210856651"		"59581,7435854731"		"52"		"-1,6273527396606"		"0,052"		999		"2253,3945035491"		24		"-0,11417034802477"		"412,733458956327"		"95,4501006746861"		"0,194313643415786"		"-0,151725750696427"		"29,8760125444285"		"0,496052986590229"		"0,0317661334744314"		24		"412,733458956327"		"423,712408477394"		"21,3602065810413"		"263"		"-0,513990793085839"		"0,263"		999		24		"95,4501006746861"		"138,626883553563"		"23,1347686267897"		"25"		"-1,86631574213707"		"0,025"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2425591.33920661, 2736470.10154787, 2686186.23680937, 2381020.01107751, 2425591.33920661, -788122.401120179, -889133.034145365, -1031130.28771824, -913987.948952283, -788122.401120179))
"55"		"cell_3.1355"		3		"440,467567555574"		"659,287250752603"		"11655,5757359758"		"41,5"		"-2,02684024743092"		"0,0415"		999		"312,882372867786"		3		"-1,0988659421857"		"208,588248578524"		"144,163372082798"		"-2,73863960382031"		"-2,50554167516107"		"50,3712305932988"		"1,2188679245283"		"-0,834538855615194"		3		"208,588248578524"		"424,813439151843"		"94,466862555686"		"37,5"		"-2,28889988217677"		"0,0375"		999		3		"144,163372082798"		"355,498744506213"		"126,253444622983"		"54,5"		"-1,67389787307984"		"0,0545"		999		NA		NA		NA		NA		"208,588248578524"		NA		NA		NA		NA		NA		"-0,834538855615194"		NA		1		0,785737450426805		"#C9A66D"		list(c(3656231.23334681, 3957808.16469493, 3885081.66558138, 3589046.34552862, 3656231.23334681, -1187981.54169631, -1285969.82662079, -1491343.12459218, -1377705.81212373, -1187981.54169631))
"56"		"cell_3.1365"		19		"1512,12381625439"		"1718,96749359945"		"41218,5347511436"		"159"		"-1,01881651340747"		"0,159"		999		"1512,12381625439"		12		"-0,185483240588349"		"424,429665592204"		"134,142485125144"		"0,29849275593687"		"-0,265063521837838"		"17,6821590919073"		"0,310735867524393"		"-0,120104619520835"		12		"424,429665592204"		"424,144880120641"		"33,3479655798087"		"413"		"0,00853981544633042"		"0,413"		999		12		"134,142485125144"		"188,079854458936"		"42,2682354246521"		"90"		"-1,27607336317462"		"0,09"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2381020.01107751, 2686186.23680937, 2628539.72231028, 2329922.47260072, 2381020.01107751, -913987.948952283, -1031130.28771824, -1170301.28484547, -1037348.31934683, -913987.948952283))
