""		"grids"		"richness"		"PD_obs"		"pd_rand_mean"		"pd_rand_sd"		"pd_obs_rank"		"zscore"		"pd_obs_p"		"reps"		"PD"		"SR"		"std_resid_loess"		"mpd"		"mntd"		"loess_mpd"		"loess_mntd"		"PE"		"WE"		"std_PE"		"ntaxa.x"		"mpd.obs"		"mpd.rand.mean"		"mpd.rand.sd"		"mpd.obs.rank"		"mpd.obs.z"		"mpd.obs.p"		"runs.x"		"ntaxa.y"		"mntd.obs"		"mntd.rand.mean"		"mntd.rand.sd"		"mntd.obs.rank"		"mntd.obs.z"		"mntd.obs.p"		"runs.y"		"hotspot10_stdPDloess"		"coldspot10_lstdPDloess"		"mpa"		"name"		"coldspot10_mpd"		"hotspot10_mpd"		"coldspot10_mntd"		"hotspot10_mntd"		"coldspot10_sr"		"hotspot10_sr"		"coldspot10_stdPE"		"hotspot10_stdPE"		"cluster"		"ED"		"COLOURS"		"geometry"
"57"		"cell_3.1379"		5		"995,318417016555"		"954,394255895191"		"21984,39729825"		"587"		"0,276008529871662"		"0,587"		999		"995,318417016555"		5		"0,812595382788381"		"460,379238786461"		"273,623622846945"		"0,959236868483875"		"0,239524522292973"		"7,18375304227472"		"0,0487364992420695"		"0,086225434977038"		5		"460,379238786461"		"427,353084659719"		"62,9186018338971"		"651"		"0,524902861222653"		"0,651"		999		5		"273,623622846945"		"284,555019885944"		"84,9977018287211"		"442"		"-0,128608148265313"		"0,442"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2329922.47260072, 2628539.72231028, 2563688.5631399, 2272438.77857745, 2329922.47260072, -1037348.31934683, -1170301.28484547, -1306264.56749758, -1157865.39010325, -1037348.31934683))
"58"		"cell_3.1421"		8		"1232,5464671658"		"1200,61229757914"		"27921,7939042725"		"562"		"0,19111024475891"		"0,562"		999		"1232,5464671658"		7		"0,854852646802609"		"453,390747238781"		"220,513670530841"		"0,722057527427925"		"0,0977508368706882"		"11,2863500037668"		"0,105140862515411"		"0,143215355533348"		7		"453,390747238781"		"423,849681975755"		"47,692883547257"		"706"		"0,6194019540411"		"0,706"		999		7		"220,513670530841"		"242,903721081076"		"62,3297828196186"		"361"		"-0,359219133091349"		"0,361"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2138960.23128092, 2413102.58108635, 2327780.50391289, 2063331.23342781, 2138960.23128092, -1389057.01574133, -1567087.13932199, -1691231.53195446, -1499097.89044706, -1389057.01574133))
"59"		"cell_3.1435"		34		"1686,23179807079"		"2143,02511959604"		"52943,1037929686"		"25"		"-1,98524927742905"		"0,025"		999		"1686,23179807079"		17		"-1,17283321259295"		"418,331488836827"		"95,588111685052"		"0,258718807363576"		"-0,425565722001145"		"20,0397848140684"		"0,435760108051824"		"-0,362061230721399"		17		"418,331488836827"		"424,720756545532"		"25,5497266698462"		"320"		"-0,250071861482786"		"0,32"		999		17		"95,588111685052"		"159,530060352465"		"31,0855126421008"		"17"		"-2,05696941220176"		"0,017"		999		NA		"-1,17283321259295"		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(2063331.23342781, 2327780.50391289, 2236078.14218024, 1982046.78808427, 2063331.23342781, -1499097.89044706, -1691231.53195446, -1810740.37651391, -1605029.84203609, -1499097.89044706))
"60"		"cell_3.1463"		25		"1446,80055660603"		"1811,9955585264"		"44187,5896036255"		"43"		"-1,73729939823215"		"0,043"		999		"1446,80055660603"		13		"-1,0646955799644"		"395,615737042236"		"116,668428355885"		"-0,12544655035377"		"-0,42691435077715"		"14,4581230329929"		"0,319933879699571"		"-0,328703629177322"		13		"395,615737042236"		"424,87868204404"		"31,0454788720426"		"154"		"-0,942583141410539"		"0,154"		999		13		"116,668428355885"		"182,755710779194"		"38,263406489293"		"38"		"-1,72716672368942"		"0,038"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(1895329.69026497, 2138246.84568776, 2034554.76321897, 1803417.62550741, 1895329.69026497, -1706562.51839235, -1925286.10756436, -2034554.76321897, -1803417.62550741, -1706562.51839235))
"61"		"cell_3.1477"		3		"620,336074033107"		"653,778785919123"		"11451,9938719454"		"349"		"-0,312507852051402"		"0,349"		999		"620,336074033107"		3		"0,0814479449892615"		"413,557382688738"		"298,931250928526"		"0,449634356841213"		"-0,219017251349636"		"4,32197498957985"		"0,0300187523689828"		"-0,0169153827601364"		3		"413,557382688738"		"426,235603500896"		"95,7863309097195"		"367"		"-0,132359395038397"		"0,367"		999		3		"298,931250928526"		"365,084841998219"		"123,949662178203"		"344"		"-0,533713363208547"		"0,344"		999		NA		NA		NA		"East Antarctic"		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(1803417.62550741, 2034554.76321897, 1925286.10756436, 1706562.51839235, 1803417.62550741, -1803417.62550741, -2034554.76321897, -2138246.84568776, -1895329.69026497, -1803417.62550741))
"62"		"cell_3.1491"		315		"2178,90984347876"		"2723,43655751479"		"64169,0574139306"		"10"		"-2,14959360187029"		"0,01"		999		"2178,90984347876"		25		"-0,941900328110152"		"384,498757851213"		"93,2802194276897"		"-0,223533201200252"		"-0,157765565558937"		"116,225487442186"		"1,59339779897872"		"1,84918466075291"		25		"384,498757851213"		"423,766399438766"		"20,9357970667547"		"55"		"-1,87562200103232"		"0,055"		999		25		"93,2802194276897"		"136,802563083672"		"22,7509195700554"		"25"		"-1,91299272638043"		"0,025"		999		NA		NA		NA		"East Antarctic"		NA		NA		"93,2802194276897"		NA		NA		NA		NA		"1,84918466075291"		2		0,674155120046304		"#C3A1AE"		list(c(1706562.51839235, 1925286.10756436, 1810740.37651391, 1605029.84203609, 1706562.51839235, -1895329.69026497, -2138246.84568776, -2236078.14218024, -1982046.78808427, -1895329.69026497))
"63"		"cell_3.1505"		73		"2232,54697992259"		"2579,66063023494"		"63914,5482202021"		"82"		"-1,37300409015418"		"0,082"		999		"2232,54697992259"		23		"0,0998831667217877"		"362,143907358038"		"122,621812216413"		"-0,611053527422896"		"0,219108513422791"		"75,8282996135839"		"1,69651070395579"		"-0,660901078149181"		23		"362,143907358038"		"423,547334884673"		"21,3650087944438"		"14"		"-2,87401835952454"		"0,014"		999		23		"122,621812216413"		"141,441857552347"		"23,8459436016505"		"211"		"-0,789234666085127"		"0,211"		999		NA		NA		NA		"East Antarctic"		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(1605029.84203609, 1810740.37651391, 1691231.53195446, 1499097.89044706, 1605029.84203609, -1982046.78808427, -2236078.14218024, -2327780.50391289, -2063331.23342781, -1982046.78808427))
"64"		"cell_3.1518"		2		"501,808399323768"		"471,460815972761"		"6070,49267097706"		"391"		"0,389504198512183"		"0,391"		999		"475,433284196355"		2		"0,254145879400806"		"475,433284196355"		"475,433284196355"		"1,56027985243307"		"1,90340664637244"		"3,68013350878677"		"0,0263322884012539"		"-0,0416040219826526"		2		"475,433284196355"		"413,189778876109"		"157,96402041423"		"399"		"0,394035965639669"		"0,399"		999		2		"475,433284196355"		"426,240052442476"		"149,515493661695"		"372"		"0,329017619171877"		"0,372"		999		NA		NA		NA		NA		NA		"475,433284196355"		NA		"475,433284196355"		2		NA		NA		NA		6		0,784975695746678		"#A5AF84"		list(c(1305865.38311779, 1499097.89044706, 1389057.01574133, 1210008.68828691, 1305865.38311779, -1797369.50389249, -2063331.23342781, -2138960.23128092, -1863249.98500425, -1797369.50389249))
"65"		"cell_3.1519"		16		"1467,69703791103"		"1519,29198991307"		"38854,3387772133"		"371"		"-0,261750458747851"		"0,371"		999		"1467,69703791103"		10		"0,527462862100099"		"394,789162887789"		"207,850173282435"		"-0,21986490601947"		"0,562095886879513"		"18,6733105875033"		"0,313616826246948"		"-0,0730107252145895"		10		"394,789162887789"		"423,319905439576"		"36,4661514274581"		"189"		"-0,782389734999667"		"0,189"		999		10		"207,850173282435"		"205,240834775374"		"47,8512531632789"		"522"		"0,0545302021277802"		"0,522"		999		NA		NA		NA		"East Antarctic"		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(1499097.89044706, 1691231.53195446, 1567087.13932199, 1389057.01574133, 1499097.89044706, -2063331.23342781, -2327780.50391289, -2413102.58108635, -2138960.23128092, -2063331.23342781))
"66"		"cell_3.1532"		9		"1427,65747836079"		"1427,88401453116"		"33307,3337957111"		"483"		"-0,00124127388866141"		"0,483"		999		"1427,65747836079"		9		"0,819533961444993"		"421,253749343154"		"220,483477223463"		"0,166839815079225"		"0,57750242766943"		"10,8927550973634"		"0,116457014021408"		"0,0862907751528"		9		"421,253749343154"		"425,672085547388"		"38,6973193131024"		"366"		"-0,114176803010176"		"0,366"		999		9		"220,483477223463"		"213,073638397821"		"54,1074234440641"		"553"		"0,136946806075548"		"0,553"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(1210008.68828691, 1389057.01574133, 1275208.83230763, 1110835.4437481, 1210008.68828691, -1863249.98500425, -2138960.23128092, -2208726.48781739, -1924023.42742002, -1863249.98500425))
"67"		"cell_3.1563"		2		"501,808399322619"		"476,537934020661"		"5971,84431573855"		"327"		"0,327008468718905"		"0,327"		999		"475,433284195206"		2		"0,254145879393268"		"475,433284195207"		"475,433284195207"		"1,56027985241521"		"1,90340664635548"		"24,9874779005438"		"1,00900900900901"		"-1,61790154351686"		2		"475,433284195207"		"427,461944029281"		"149,972447000605"		"331,5"		"0,319867689867942"		"0,3315"		999		2		"475,433284195207"		"425,554706748144"		"151,855958712256"		"329"		"0,328459797495172"		"0,329"		999		NA		NA		NA		NA		NA		"475,433284195207"		NA		"475,433284195207"		2		NA		"-1,61790154351686"		NA		6		0,784975695746678		"#A5AF84"		list(c(1453708.85731404, 1600093.66943964, 1433547.01934972, 1302398.75277717, 1453708.85731404, -2853064.27531042, -3140360.64543453, -3219799.32258026, -2925235.49302451, -2853064.27531042))
"68"		"cell_3.1578"		16		"1863,14305743333"		"1624,43273812451"		"39775,9767678075"		"885"		"1,19690799254837"		"0,885"		999		"1863,14305743333"		11		"2,61299574207388"		"461,928814339033"		"238,218873552867"		"0,863793729708945"		"1,14829289250894"		"189,925953077395"		"3,93403212028517"		"-1,56175437059084"		11		"461,928814339033"		"425,727868408222"		"34,3901423499394"		"906"		"1,05265472769624"		"0,906"		999		11		"238,218873552867"		"193,409553665512"		"46,1289705316285"		"832"		"0,971392150549538"		"0,832"		999		"2,61299574207388"		NA		NA		NA		NA		"461,928814339033"		NA		NA		NA		NA		"-1,56175437059084"		NA		2		0,674155120046304		"#C3A1AE"		list(c(1433547.01934972, 1563653.88668328, 1377705.81212373, 1263071.1165244, 1433547.01934972, -3219799.32258026, -3512024.13114889, -3589046.34552862, -3290412.75358831, -3219799.32258026))
"69"		"cell_3.1588"		11		"1213,79894876834"		"1624,0927050954"		"42458,8351814335"		"32"		"-1,99118159968922"		"0,032"		999		"1213,79894876834"		11		"-1,64806075982279"		"322,324214273873"		"138,84344476463"		"-1,30774157539207"		"-0,319869278774242"		"14,7757658232968"		"0,415495249500004"		"-0,599785915593436"		11		"322,324214273873"		"423,898458066876"		"34,8761444694868"		"16"		"-2,91242754433107"		"0,016"		999		11		"138,84344476463"		"194,631840221098"		"46,1378771027227"		"113"		"-1,20916693527662"		"0,113"		999		NA		"-1,64806075982279"		"NAMPA_RS-GPZi"		NA		"322,324214273873"		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(796175.640516498, 913987.948952283, 788122.401120179, 686534.060144396, 796175.640516498, -2074108.45468511, -2381020.01107751, -2425591.33920661, -2112934.57461649, -2074108.45468511))
"70"		"cell_3.1589"		35		"1210,41473166905"		"1528,69664259055"		"39409,3874125546"		"54"		"-1,60329011428301"		"0,054"		999		"1210,41473166905"		10		"-1,1608475871766"		"414,373965415406"		"109,032534591107"		"0,0847746983510206"		"-0,897825551963231"		"10,37887684559"		"0,13330087764297"		"0,00566914602883091"		10		"414,373965415406"		"423,717553307857"		"37,400788794154"		"328"		"-0,249823284312972"		"0,328"		999		10		"109,032534591107"		"203,800107427007"		"47,8961715028094"		"28"		"-1,97860434064843"		"0,028"		999		NA		"-1,1608475871766"		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(913987.948952283, 1031130.28771824, 889133.034145365, 788122.401120179, 913987.948952283, -2381020.01107751, -2686186.23680937, -2736470.10154787, -2425591.33920661, -2381020.01107751))
"71"		"cell_3.1599"		28		"1446,74833117843"		"1627,47743986875"		"42451,4432813418"		"183"		"-0,877166175989605"		"0,183"		999		"1446,74833117843"		11		"-0,119425222384764"		"405,487200470228"		"170,725731360515"		"-0,0141498132386497"		"0,151156282421914"		"14,621590295139"		"0,253266244149942"		"-0,120858142919643"		11		"405,487200470228"		"424,426593480187"		"35,0850429083234"		"240"		"-0,539813876227763"		"0,24"		999		11		"170,725731360515"		"195,826883218806"		"44,1800300026875"		"300"		"-0,568156061839783"		"0,3"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(379039.253853165, 481918.017726396, 403633.338735747, 317466.610330223, 379039.253853165, -1166562.87152708, -1483191.14942466, -1506380.12779047, -1184801.51945906, -1166562.87152708))
"72"		"cell_3.1600"		105		"1734,19302004662"		"1976,02180902401"		"44408,7269922729"		"130"		"-1,1475558705669"		"0,13"		999		"1734,19302004662"		15		"-0,0299020895518412"		"423,531524942633"		"131,862557440294"		"0,344138002402102"		"-0,0325163181404115"		"19,6745906079603"		"0,287655827245076"		"0,0599305498485312"		15		"423,531524942633"		"424,917002574418"		"28,653103015132"		"394"		"-0,0483534935484318"		"0,394"		999		15		"131,862557440294"		"169,856864490003"		"34,3872263359527"		"131"		"-1,10489594823716"		"0,131"		999		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(481918.017726396, 584441.235243679, 489502.277149098, 403633.338735747, 481918.017726396, -1483191.14942466, -1798725.16815584, -1826847.36874109, -1506380.12779047, -1483191.14942466))
"73"		"cell_3.1602"		94		"2011,1491556888"		"2384,1462367165"		"56488,2833743164"		"56"		"-1,56937324568868"		"0,056"		999		"2011,1491556888"		20		"-0,215567286720401"		"436,834817725858"		"94,3895903454706"		"0,524697128241146"		"-0,317062765255902"		"25,4717658513333"		"0,45855778971054"		"-0,119026326303748"		20		"436,834817725858"		"424,522525446596"		"23,1751907467888"		"665"		"0,531270375022404"		"0,665"		999		20		"94,3895903454706"		"150,452934946139"		"27,2971216827017"		"18"		"-2,05381890634263"		"0,018"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		"94,3895903454706"		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(686534.060144396, 788122.401120179, 660096.664568322, 575010.737633835, 686534.060144396, -2112934.57461649, -2425591.33920661, -2463514.29007573, -2145969.28774713, -2112934.57461649))
"74"		"cell_3.1603"		177		"2224,04107212288"		"2450,87302157917"		"55239,6313662421"		"170"		"-0,965114497383087"		"0,17"		999		"2224,04107212288"		21		"0,791815532517173"		"444,898670146267"		"101,916203963644"		"0,652196931849709"		"-0,164475066485444"		"28,0960169364581"		"0,476237110868076"		"-0,0179065646516363"		21		"444,898670146267"		"423,669948628837"		"22,474512824308"		"843"		"0,944568706934082"		"0,843"		999		21		"101,916203963644"		"146,797556806901"		"26,2313322942255"		"42"		"-1,71098258905962"		"0,042"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(788122.401120179, 889133.034145365, 744698.728728776, 660096.664568322, 788122.401120179, -2425591.33920661, -2736470.10154787, -2779253.49194774, -2463514.29007573, -2425591.33920661))
"75"		"cell_3.1613"		190		"2337,56033464144"		"2784,22245239278"		"60371,6255675558"		"27"		"-1,81786942728421"		"0,027"		999		"2337,56033464144"		26		"-0,23045566577254"		"378,290272659281"		"114,81310027781"		"-0,296936495072031"		"0,182483188656922"		"95,7647364879661"		"1,73968784549269"		"0,363952785160885"		26		"378,290272659281"		"424,314546996659"		"19,9451261510439"		"26"		"-2,30754491041255"		"0,026"		999		26		"114,81310027781"		"134,37656304596"		"21,3602970415413"		"180"		"-0,915879715066863"		"0,18"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(317466.610330223, 403633.338735747, 324242.328819832, 255023.812895199, 317466.610330223, -1184801.51945906, -1506380.12779047, -1525440.2229332, -1199792.70878075, -1184801.51945906))
"76"		"cell_3.1614"		43		"1702,17476154307"		"1986,29570046366"		"50272,4274805736"		"102"		"-1,26718000947195"		"0,102"		999		"1702,17476154307"		15		"-0,240008883092278"		"373,111616265722"		"153,070204062534"		"-0,440138530898216"		"0,280803230689539"		"13,8458425110633"		"0,191819177426696"		"0,0219367351403387"		15		"373,111616265722"		"424,24912115492"		"27,9842959389171"		"56"		"-1,82736435466585"		"0,056"		999		15		"153,070204062534"		"170,160378449966"		"34,3923856056985"		"312"		"-0,496917386986986"		"0,312"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(403633.338735747, 489502.277149098, 393221.627337737, 324242.328819832, 403633.338735747, -1506380.12779047, -1826847.36874109, -1849962.30767123, -1525440.2229332, -1506380.12779047))
"77"		"cell_3.1616"		16		"1426,42624408232"		"1526,18278428127"		"39437,4793706176"		"299"		"-0,502327325689745"		"0,299"		999		"1426,42624408232"		10		"0,256640070246568"		"443,56100091931"		"125,621672530807"		"0,538776056604127"		"-0,65273936643173"		"11,2114620416194"		"0,125011144827509"		"0,0778965077213943"		10		"443,56100091931"		"423,586503330919"		"36,2948805361163"		"666"		"0,550339257034184"		"0,666"		999		10		"125,621672530807"		"204,976045911333"		"49,5391054824083"		"46"		"-1,60185317453311"		"0,046"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(575010.737633835, 660096.664568322, 530261.648941639, 461911.350659925, 575010.737633835, -2145969.28774713, -2463514.29007573, -2494684.91951253, -2173122.04822455, -2145969.28774713))
"78"		"cell_3.1627"		22		"1557,8044849964"		"1811,53637760468"		"45375,4773019651"		"129"		"-1,19114451634128"		"0,129"		999		"1557,8044849964"		13		"-0,336277466221473"		"388,722673541711"		"141,325925566366"		"-0,232667449555558"		"-0,0626270708692377"		"17,218311281758"		"0,290684564223694"		"-0,0870149894647325"		13		"388,722673541711"		"423,514047905983"		"32,6757170116309"		"126"		"-1,06474708273083"		"0,126"		999		13		"141,325925566366"		"182,207958933788"		"39,0469839408898"		"165"		"-1,04699593262592"		"0,165"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(255023.812895199, 324242.328819832, 243962.593218431, 191882.012915518, 255023.812895199, -1199792.70878075, -1525440.2229332, -1540319.19245692, -1211495.34968425, -1199792.70878075))
"79"		"cell_3.1628"		181		"2590,65553806502"		"3176,59526491759"		"71972,3043298148"		"9"		"-2,18408854169764"		"0,009"		999		"2590,65553806502"		32		"-0,496306804714163"		"373,686385597847"		"102,233390097224"		"-0,250572977031165"		"0,0860519676359824"		"37,2143581360011"		"0,94885798907248"		"-0,740030067775181"		32		"373,686385597847"		"423,853931615964"		"17,8560805143643"		"14"		"-2,80954972048657"		"0,014"		999		32		"102,233390097224"		"124,349882316479"		"17,9895254585987"		"120"		"-1,22940942884535"		"0,12"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(324242.328819832, 393221.627337737, 295863.184378344, 243962.593218431, 324242.328819832, -1525440.2229332, -1849962.30767123, -1868006.62850535, -1540319.19245692, -1525440.2229332))
"80"		"cell_3.1629"		313		"2562,49323112802"		"3111,11744752832"		"73774,2954003231"		"23"		"-2,01986543964135"		"0,023"		999		"2562,49323112802"		31		"-0,353171603560631"		"397,89662856012"		"92,8273912820501"		"0,114162533347688"		"-0,0660889384070491"		"102,131103575319"		"1,86405286205134"		"0,446387430288171"		31		"397,89662856012"		"423,937929604119"		"18,0939449582426"		"82"		"-1,43922738264635"		"0,082"		999		31		"92,8273912820501"		"125,767005440237"		"18,5572834822976"		"34"		"-1,77502349358455"		"0,034"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		"92,8273912820501"		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(393221.627337737, 461911.350659925, 347545.896780922, 295863.184378344, 393221.627337737, -1849962.30767123, -2173122.04822455, -2194318.43221964, -1868006.62850535, -1849962.30767123))
"81"		"cell_3.1630"		23		"1188,55662559442"		"1619,68784976694"		"41379,7394918645"		"26"		"-2,11941303553053"		"0,026"		999		"1188,55662559442"		11		"-1,8137032348186"		"341,640357451022"		"132,698738175658"		"-1,00728093979705"		"-0,410650530010773"		"15,17493653104"		"0,185100685179041"		"0,116936541350703"		11		"341,640357451022"		"424,00298622928"		"34,3579604370917"		"25"		"-2,39719202567513"		"0,025"		999		11		"132,698738175658"		"193,963324490476"		"45,7598764732487"		"88"		"-1,33882761573085"		"0,088"		999		NA		"-1,8137032348186"		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(461911.350659925, 530261.648941639, 398973.222993243, 347545.896780922, 461911.350659925, -2173122.04822455, -2494684.91951253, -2519017.79098837, -2194318.43221964, -2173122.04822455))
"82"		"cell_3.1631"		25		"1187,78909754582"		"1626,22651368128"		"40937,6568014052"		"20"		"-2,16693617226977"		"0,02"		999		"1187,78909754582"		11		"-1,81873982533851"		"297,321267871539"		"157,401881024987"		"-1,69665985472438"		"-0,0456888862177747"		"14,2481794994925"		"0,20557525181729"		"0,00286010104317642"		11		"297,321267871539"		"424,612984498993"		"33,5731830037952"		"5"		"-3,79147001382219"		"0,005"		999		11		"157,401881024987"		"195,143722248596"		"44,9982790452687"		"200"		"-0,838739659035422"		"0,2"		999		NA		"-1,81873982533851"		"NAMPA_RS-GPZi"		NA		"297,321267871539"		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(530261.648941639, 598223.255860113, 450108.094629128, 398973.222993243, 530261.648941639, -2494684.91951253, -2814419.14170972, -2841870.66423215, -2519017.79098837, -2494684.91951253))
"83"		"cell_3.1641"		26		"1651,45223343045"		"1976,84592485717"		"46863,2328740884"		"68"		"-1,50311775988771"		"0,068"		999		"1651,45223343045"		15		"-0,572854835373676"		"375,023702683234"		"150,637245404852"		"-0,410396221833237"		"0,244858954432723"		"77,23910292413"		"1,57019898463919"		"-0,283988817263872"		15		"375,023702683234"		"423,999041081384"		"28,6100352908494"		"64"		"-1,71182376743921"		"0,064"		999		15		"150,637245404852"		"168,91102490578"		"35,3656200494197"		"310"		"-0,516710281776265"		"0,31"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(191882.012915518, 243962.593218431, 163014.173106649, 128214.27767599, 191882.012915518, -1211495.34968425, -1540319.19245692, -1550976.25414039, -1219877.36604426, -1211495.34968425))
"84"		"cell_3.1642"		26		"1542,73951229044"		"1811,41905800897"		"43215,2974064872"		"87"		"-1,29245625364183"		"0,087"		999		"1542,73951229044"		13		"-0,435135219826988"		"347,886941714401"		"166,283775716083"		"-0,867863090180954"		"0,306097591888707"		"12,595118109673"		"0,202542015592952"		"-0,08079480845519"		13		"347,886941714401"		"423,748372707381"		"31,4179657227433"		"30"		"-2,41458761723916"		"0,03"		999		13		"166,283775716083"		"180,879289906421"		"38,2989243575178"		"343"		"-0,381094624331739"		"0,343"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(243962.593218431, 295863.184378344, 197693.800995767, 163014.173106649, 243962.593218431, -1540319.19245692, -1868006.62850535, -1880930.87301428, -1550976.25414039, -1540319.19245692))
"85"		"cell_3.1643"		376		"2741,7288838882"		"3414,38953243548"		"77911,1710398848"		"7"		"-2,40988409648878"		"0,007"		999		"2741,7288838882"		36		"-0,879803848968851"		"394,660261399724"		"83,5723147800646"		"0,0793621125201171"		"-0,136878605567515"		"48,3131760485511"		"1,10209242638519"		"-0,597699580847988"		36		"394,660261399724"		"424,114158285243"		"16,2486629895496"		"55"		"-1,81269664491546"		"0,055"		999		36		"83,5723147800646"		"119,199789615104"		"16,9546765830518"		"16"		"-2,10133615115099"		"0,016"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		"83,5723147800646"		NA		NA		36		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(295863.184378344, 347545.896780922, 232227.843756461, 197693.800995767, 295863.184378344, -1868006.62850535, -2194318.43221964, -2209500.34191723, -1880930.87301428, -1868006.62850535))
"86"		"cell_3.1644"		40		"1522,64655935751"		"1806,76223427909"		"44722,5783469953"		"86"		"-1,34348177080023"		"0,086"		999		"1522,64655935751"		13		"-0,566987047840313"		"415,063304379178"		"127,477764644003"		"0,177058374632859"		"-0,267218349175878"		"32,6585366789401"		"0,792152994063969"		"-0,507252206581789"		13		"415,063304379178"		"423,753045924368"		"31,2582095436565"		"302"		"-0,277998697687844"		"0,302"		999		13		"127,477764644003"		"181,300662382867"		"39,7303834457494"		"90"		"-1,35470370711014"		"0,09"		999		NA		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		NA		2		0,674155120046304		"#C3A1AE"		list(c(347545.896780922, 398973.222993243, 266591.239172911, 232227.843756461, 347545.896780922, -2194318.43221964, -2519017.79098837, -2536446.20979389, -2209500.34191723, -2194318.43221964))
"87"		"cell_3.1645"		19		"1853,64924584616"		"1723,81888203598"		"45166,624454165"		"714"		"0,610896246568167"		"0,714"		999		"1853,64924584616"		12		"2,05563842803966"		"449,842728589398"		"210,470752142027"		"0,693790357043181"		"0,862602296566706"		"211,580519802336"		"2,22448233017836"		"5,7009737695647"		12		"449,842728589398"		"424,422072037813"		"32,6125007709455"		"782"		"0,779475843638208"		"0,782"		999		12		"210,470752142027"		"186,5577380805"		"41,0494848757308"		"728"		"0,582541148419244"		"0,728"		999		"2,05563842803966"		NA		"NAMPA_RS-GPZi"		NA		NA		NA		NA		NA		NA		NA		NA		"5,7009737695647"		2		0,674155120046304		"#C3A1AE"		list(c(398973.222993243, 450108.094629128, 300759.218397395, 266591.239172911, 398973.222993243, -2519017.79098837, -2841870.66423215, -2861532.81679993, -2536446.20979389, -2519017.79098837))
