"";"grids";"richness";"PD_obs";"pd_rand_mean";"pd_rand_sd";"pd_obs_rank";"zscore";"pd_obs_p";"reps";"PD";"SR";"mpd";"mntd";"std_resid_loess";"coldspot10_stdPDloess";"hotspot10_stdPDloess";"mpa";"name";"coldspot5_stdPDloess";"hotspot5_stdPDloess";"coldspot2.5_stdPDloess";"hotspot2.5_stdPDloess";"coldspot10_mpd";"hotspot10_mpd";"coldspot5_mpd";"hotspot5_mpd";"coldspot2.5_mpd";"hotspot2.5_mpd";"coldspot10_mntd";"hotspot10_mntd";"coldspot5_mntd";"hotspot5_mntd";"coldspot2.5_mntd";"hotspot2.5_mntd";"coldspot10_sr";"hotspot10_sr";"coldspot5_sr";"hotspot5_sr";"coldspot2.5_sr";"hotspot2.5_sr";"PE";"WE";"std_PE";"ntaxa.x";"mpd.obs";"mpd.rand.mean";"mpd.rand.sd";"mpd.obs.rank";"mpd.obs.z";"mpd.obs.p";"runs.x";"ntaxa.y";"mntd.obs";"mntd.rand.mean";"mntd.rand.sd";"mntd.obs.rank";"mntd.obs.z";"mntd.obs.p";"runs.y";"coldspot10_stdPE";"hotspot10_stdPE";"coldspot5_stdPE";"hotspot5_stdPE";"coldspot2.5_stdPE";"hotspot2.5_stdPE";"loess_mpd";"loess_mntd";"pd_complementarity";"pd_added";"pd_added_perc";"pd_added_perc_hot";"cluster";"ED";"COLOURS";"geometry"
"342";"cell_3.651";10;663,6365765718;652,422945181804;14916,2827343572;525;0,0918154934647584;0,525;999;632,7340384498;6;254,445947730907;138,614727862317;0,346451039768424;NA;NA;NA;"Weddell Sea - General Protection Zone";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,523485274869;0,272708352650637;0,0458508948720211;6;254,445947730907;234,018208155042;48,8578739031153;636;0,418105372664654;0,636;999;6;138,614727862317;150,911929558798;52,7318955696141;414;-0,233202344873924;0,414;999;NA;NA;NA;NA;NA;NA;0,772735667873691;0,391598373364998;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1706562.51839235, -1925286.10756436, -1810740.37651391, -1605029.84203609, -1706562.51839235, 1895329.69026497, 2138246.84568776, 2236078.14218024, 1982046.78808427, 1895329.69026497))
"343";"cell_3.652";32;784,7449378387;1109,29569136306;33599,7342247812;38;-1,77057652033806;0,038;999;738,0115476647;13;212,546566561782;56,9794368609154;-0,2521431804596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,6151144738464;0,5592644922692;-0,177856259651032;13;212,546566561782;235,533787075604;32,1113220123814;229;-0,715860297030384;0,229;999;13;56,9794368609154;117,416519279183;29,1985906062124;18;-2,06986300240837;0,018;999;NA;NA;NA;NA;NA;NA;0,289896227071204;-0,365601505974738;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1925286.10756436, -2142602.30053676, -2015127.24843874, -1810740.37651391, -1925286.10756436, 2138246.84568776, 2379600.92927794, 2488474.90915331, 2236078.14218024, 2138246.84568776))
"344";"cell_3.653";11;802,0543852302;858,139775458715;24722,9563364905;365;-0,356697072516301;0,365;999;771,1518471082;9;245,156685002578;100,037885813922;0,328935574687072;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,23079793649376;0,150316600385691;0,0472968676576053;9;245,156685002578;235,083842398543;39,0541456216032;559;0,25791993253752;0,559;999;9;100,037885813922;134,04145832073;39,745017540315;203;-0,855543024287684;0,203;999;NA;NA;NA;NA;NA;NA;0,698817850161331;0,184977427695791;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-2142602.30053676, -2358356.94332229, -2218045.47528158, -2015127.24843874, -2142602.30053676, 2379600.92927794, 2619220.73568806, 2739058.05049066, 2488474.90915331, 2379600.92927794))
"345";"cell_3.654";15;1006,783036501;1101,78219751888;33400,4321736005;302;-0,519808918721938;0,302;999;955,995812267;13;238,305783919767;90,4680168942846;0,396298771248135;NA;NA;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,5057440821758;0,869353860277867;0,102994716001697;13;238,305783919767;235,427329978019;30,7710576736147;508;0,0935441989768151;0,508;999;13;90,4680168942846;118,357428376606;30,1909592512741;185;-0,923766987666833;0,185;999;NA;NA;NA;NA;NA;NA;0,638454594699864;0,227178351845993;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-2358356.94332229, -2572398.35934029, -2419352.40452562, -2218045.47528158, -2358356.94332229, 2619220.73568806, 2856937.81100941, 2987651.40500493, 2739058.05049066, 2619220.73568806))
"346";"cell_3.655";191;2821,96344473045;2864,67812722952;61264,2350696672;432;-0,17257332820648;0,432;999;2821,96344473045;53;244,396407576339;67,2991415427649;2,63455136700399;NA;2,63455136700399;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;2,63455136700399;NA;2,63455136700399;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53;NA;53;NA;NA;115,412376166395;4,75705475513022;-0,922772067661179;53;244,396407576339;235,981576177297;14,0844578044269;718;0,597455117966839;0,718;999;53;67,2991415427649;72,7102184264725;9,59742736065052;290;-0,563804932339788;0,29;999;-0,922772067661179;NA;NA;NA;NA;NA;1,12660720144642;0,562478435362651;FALSE;NA;NA;0,033795201755109;2;0,60588208588518;"#BCA4A8";list(c(-2572398.35934029, -2784577.50062088, -2618907.85587454, -2419352.40452562, -2572398.35934029, 2856937.81100941, 3092586.62070134, 3234081.86444678, 2987651.40500493, 2856937.81100941))
"347";"cell_3.656";49;2377,0939075321;2128,06938785815;55580,3665224127;850;1,05628571835802;0,85;999;2377,0939075321;34;260,590582467277;87,2686580533059;2,82215973692745;NA;2,82215973692745;NA;NA;NA;2,82215973692745;NA;2,82215973692745;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;NA;NA;NA;NA;114,215020002612;2,52838811919617;2,10572452901307;34;260,590582467277;236,633360312689;18,4984251167952;912;1,29509523126035;0,912;999;34;87,2686580533059;84,8108828143813;13,7164762927573;567;0,179184156810184;0,567;999;NA;2,10572452901307;NA;2,10572452901307;NA;NA;1,27482842538081;0,667553384079696;TRUE;664,4464100956;0,0346098595359534;0,0362017833051665;2;0,60588208588518;"#BCA4A8";list(c(-2784577.50062088, -2994748.07318719, -2816574.239175, -2618907.85587454, -2784577.50062088, 3092586.62070134, 3326004.6888423, 3478179.51912708, 3234081.86444678, 3092586.62070134))
"348";"cell_3.661";2;195,9973202867;312,697874605532;2362,57031843427;6;-2,40093579888301;0,006;999;6,4290746924;2;6,4290746924;6,4290746924;-0,307140424082736;NA;NA;NA;"Weddell Sea - General Protection Zone";NA;NA;NA;NA;6,4290746924;NA;6,4290746924;NA;6,4290746924;NA;6,4290746924;NA;6,4290746924;NA;6,4290746924;NA;2;NA;NA;NA;NA;NA;0,883281137781264;0,0587761674718196;-0,0721879625947046;2;6,4290746924;238,065452304881;98,6257721565986;6,5;-2,34863943315635;0,0065;999;2;6,4290746924;235,887502336561;100,897048755699;7,5;-2,27418373950408;0,0075;999;NA;NA;NA;NA;NA;NA;-2,49732535633258;-3,08497907193416;FALSE;NA;NA;NA;1;0,65659849444449;"#D79C9A";list(c(-771922.372556255, -981437.399528748, -916662.542157465, -720975.50461741, -771922.372556255, 953244.74293551, 1211974.25399521, 1261677.75019868, 992337.649657985, 953244.74293551))
"349";"cell_3.662";12;1092,7199426471;1055,92645534539;27889,8748202496;592;0,220316827829228;0,592;999;1061,8174045251;12;260,289585370453;122,427852809075;0,790886999100915;NA;NA;NA;"Weddell Sea - General Protection Zone";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77,4837227482304;1,30815794375116;2,09949095566293;12;260,289585370453;236,14503310687;33,5215841754625;755;0,720268831484907;0,755;999;12;122,427852809075;122,3812471749;31,593544232923;510;0,00147516321156335;0,51;999;NA;2,09949095566293;NA;2,09949095566293;NA;NA;0,955522195343498;0,774518717948921;FALSE;NA;NA;NA;4;0,729604767034551;"#8BADE0";list(c(-981437.399528748, -1190228.34796888, -1111673.29034018, -916662.542157465, -981437.399528748, 1211974.25399521, 1469809.60253418, 1530087.01829492, 1261677.75019868, 1211974.25399521))
"350";"cell_3.666";4;560,8197757591;495,768470531782;9595,75047499072;717;0,664074099196633;0,717;999;514,0863855851;4;267,377112367383;224,01451700645;0,378584731004387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;224,01451700645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,54556660441479;0,229784701019011;-0,124445174768468;4;267,377112367383;235,56037138426;61,7525074365357;701;0,515229944562534;0,701;999;4;224,01451700645;174,865658923977;70,3567926765828;706;0,698565926795462;0,706;999;NA;NA;NA;NA;NA;NA;0,96491210566149;1,40485180199274;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1810740.37651391, -2015127.24843874, -1882128.87262253, -1691231.53195446, -1810740.37651391, 2236078.14218024, 2488474.90915331, 2590528.15227445, 2327780.50391289, 2236078.14218024))
"351";"cell_3.667";30;737,7133780362;1041,7899514041;30895,0033375656;42;-1,72997106511831;0,042;999;686,9261538022;12;202,780686056408;43,66931793575;-0,245877191424177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,24274392592771;0,234064906642827;-0,197178728285812;12;202,780686056408;234,793246413507;31,7864404531527;159;-1,00711372210046;0,159;999;12;43,66931793575;121,793814364024;30,8986472195554;3;-2,52841154737772;0,003;999;NA;NA;NA;NA;NA;NA;0,177346065593531;-0,619582586372092;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-2015127.24843874, -2218045.47528158, -2071654.49876757, -1882128.87262253, -2015127.24843874, 2488474.90915331, 2739058.05049066, 2851387.79756645, 2590528.15227445, 2488474.90915331))
"352";"cell_3.668";47;1103,0934309577;1379,5590594148;41454,6259970312;89;-1,35785890490759;0,089;999;1052,3062067237;18;221,76003762407;67,6434439122722;0,0544294975807877;NA;NA;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,9530712743561;1,33932592476654;-0,620263472983188;18;221,76003762407;235,074102802981;26,4754217816517;293;-0,50288396871312;0,293;999;18;67,6434439122722;106,804943056328;23,3953650288552;47;-1,67389989836684;0,047;999;NA;NA;NA;NA;NA;NA;0,357290175510946;-0,118724116440586;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-2218045.47528158, -2419352.40452562, -2259675.17293727, -2071654.49876757, -2218045.47528158, 2739058.05049066, 2987651.40500493, 3110176.05416844, 2851387.79756645, 2739058.05049066))
"353";"cell_3.669";839;3057,41169202355;3555,51928474569;73018,2939371527;28;-1,84334795316115;0,028;999;3057,41169202355;73;227,761682713466;57,0930590074086;0,955756865646543;NA;0,955756865646543;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73;NA;73;NA;73;194,176329591619;9,21210837307921;-4,76078999056047;73;227,761682713466;235,581133599892;11,6912954846774;253;-0,668826726402926;0,253;999;73;57,0930590074086;64,5536225386168;6,85263822886412;131;-1,08871405173316;0,131;999;-4,76078999056047;NA;-4,76078999056047;NA;-4,76078999056047;NA;0,489147075572966;0,319958090080039;TRUE;1557,50722146045;0,0811278461918746;0,0122601504407512;2;0,60588208588518;"#BCA4A8";list(c(-2419352.40452562, -2618907.85587454, -2446059.96673331, -2259675.17293727, -2419352.40452562, 2987651.40500493, 3234081.86444678, 3366712.71460005, 3110176.05416844, 2987651.40500493))
"354";"cell_3.670";8;608,9113306439;796,991202320467;21006,821332843;97;-1,29766367856279;0,097;999;554,0887831959;8;164,363573413743;107,155600490575;-0,105627469425834;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,9000264130533;1,02678453220049;-0,0204218021132976;8;164,363573413743;238,293000420162;39,793892147778;41;-1,85780839762735;0,041;999;8;107,155600490575;139,469487128862;41,9498919798449;228;-0,770297254968195;0,228;999;NA;NA;NA;NA;NA;NA;-0,422530653771384;0,18823553099333;FALSE;NA;NA;NA;1;0,65659849444449;"#D79C9A";list(c(-2618907.85587454, -2816574.239175, -2630680.37095091, -2446059.96673331, -2618907.85587454, 3234081.86444678, 3478179.51912708, 3620820.90111523, 3366712.71460005, 3234081.86444678))
"355";"cell_3.676";17;1322,2719770348;1274,5237666072;37653,7502523844;597;0,246066776668464;0,597;999;1291,3694389128;16;256,164971065991;116,413057217656;0,913134649495575;NA;0,913134649495575;NA;"Weddell Sea - General Protection Zone";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99,4089986002332;1,8924168396172;2,30373297747138;16;256,164971065991;237,48817098126;27,8965337798273;736;0,669502535051031;0,736;999;16;116,413057217656;111,183025921466;24,4669508331798;584;0,213759014429282;0,584;999;NA;2,30373297747138;NA;2,30373297747138;NA;NA;0,819034516350642;0,697867812339734;TRUE;354,6630277393;0,0184737811599991;0,0117134059695246;4;0,729604767034551;"#8BADE0";list(c(-916662.542157465, -1111673.29034018, -1030071.21349412, -849375.17647456, -916662.542157465, 1261677.75019868, 1530087.01829492, 1586170.57189357, 1307923.075387, 1261677.75019868))
"356";"cell_3.677";21;1447,4086322557;1443,32377324989;38693,7869983465;521;0,0207661722752371;0,521;999;1420,1561061057;19;258,467844019305;105,765799794011;0,967487412129329;NA;0,967487412129329;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97,8478372286563;2,18302920538713;1,7907809482278;19;258,467844019305;236,033526666455;24,9889089896042;823;0,897770981605602;0,823;999;19;105,765799794011;105,484646736996;21,2938471957786;522;0,013203488051242;0,522;999;NA;1,7907809482278;NA;NA;NA;NA;0,866239384354741;0,583625172240091;FALSE;NA;NA;0,0124106262257552;2;0,60588208588518;"#BCA4A8";list(c(-1111673.29034018, -1305865.38311779, -1210008.6882869, -1030071.21349412, -1111673.29034018, 1530087.01829492, 1797369.50389249, 1863249.98500425, 1586170.57189357, 1530087.01829492))
"357";"cell_3.680";10;679,3795735161;652,90961818779;15507,8517621876;582;0,212557967119692;0,582;999;632,6461833421;6;248,101892847707;154,387009922417;0,392427021934516;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,43154581621172;0,174092533441597;0,0669779122636517;6;248,101892847707;236,472209306344;49,4465530995651;546;0,235197052420332;0,546;999;6;154,387009922417;152,334332640975;51,6767781353327;522;0,0397214639826528;0,522;999;NA;NA;NA;NA;NA;NA;0,686891700508379;0,670782832896527;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1691231.53195446, -1882128.87262253, -1743971.71239164, -1567087.13932199, -1691231.53195446, 2327780.50391289, 2590528.15227445, 2685480.93779561, 2413102.58108635, 2327780.50391289))
"358";"cell_3.681";13;828,9112141815;859,630156779637;24968,7355855275;430;-0,194405249198492;0,43;999;782,1778240075;9;243,822922202272;102,169686911211;0,407368486366561;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,35398379489425;0,405853362066833;-0,295193243249212;9;243,822922202272;235,047240802627;38,486756268557;565;0,228018213288991;0,565;999;9;102,169686911211;133,523675081944;38,1016223000677;213;-0,822904282757464;0,213;999;NA;NA;NA;NA;NA;NA;0,680770167344825;0,222712343601267;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1882128.87262253, -2071654.49876757, -1919585.26127138, -1743971.71239164, -1882128.87262253, 2590528.15227445, 2851387.79756645, 2955902.08888665, 2685480.93779561, 2590528.15227445))
"359";"cell_3.682";72;1008,2224008086;1483,85344832811;42145,625545925;13;-2,31682880426092;0,013;999;957,4351765746;20;199,370895812771;51,70368127681;-0,398128441584368;NA;NA;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,0186716136449;0,625272180534714;-0,413998526149456;20;199,370895812771;236,40524209177;25,2007036662177;74;-1,46957588048005;0,074;999;20;51,70368127681;103,514259161125;21,3636361380137;8;-2,42517601168676;0,008;999;NA;NA;NA;NA;NA;NA;0,0832809094258441;-0,346056604605845;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-2071654.49876757, -2259675.17293727, -2093804.328768, -1919585.26127138, -2071654.49876757, 2851387.79756645, 3110176.05416844, 3224175.92695315, 2955902.08888665, 2851387.79756645))
"360";"cell_3.683";259;2582,09516937115;3152,31767992655;69593,3935310333;16;-2,16152543728929;0,016;999;2554,84264322115;61;229,053711150092;41,4263954830908;1,08918079874015;NA;1,08918079874015;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61;NA;61;NA;NA;104,995213810459;5,12674892684136;-1,96198337353547;61;229,053711150092;235,751399645424;13,0825049852094;299;-0,511957649005608;0,299;999;61;41,4263954830908;69,1510228677112;8,50616200236024;1;-3,25935802503263;0,001;999;-1,96198337353547;NA;-1,96198337353547;NA;NA;NA;0,803978930399506;0,11353580769348;TRUE;322,4267570155;0,0167946498037876;0,0139716709653961;2;0,60588208588518;"#BCA4A8";list(c(-2259675.17293727, -2446059.96673331, -2266507.5972468, -2093804.328768, -2259675.17293727, 3110176.05416844, 3366712.71460005, 3490115.63921993, 3224175.92695315, 3110176.05416844))
"361";"cell_3.684";14;880,4577799296;1102,45746589222;32357,4149141618;115;-1,23414290600033;0,115;999;849,5552418076;13;199,483660722349;75,3675071242538;0,027377417594663;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39,2204399367703;0,754363326859435;0,885472242762202;13;199,483660722349;235,522245706002;30,8219268381867;129;-1,16925152580025;0,129;999;13;75,3675071242538;118,864847238629;29,7000995420615;64;-1,46455199763807;0,064;999;NA;0,885472242762202;NA;NA;NA;NA;0,113136775392117;-0,0401150964154751;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-2446059.96673331, -2630680.37095091, -2437575.99068639, -2266507.5972468, -2446059.96673331, 3366712.71460005, 3620820.90111523, 3753537.8646936, 3490115.63921993, 3366712.71460005))
"362";"cell_3.689";2;277,2912255895;311,542529272055;2651,32937489109;217;-0,665189315192759;0,217;999;169,0168853;2;169,0168853;169,0168853;-0,0697290116536228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;1,75604004837737;0,0691192865105908;-0,0447390297492286;2;169,0168853;236,874500106516;100,975806300015;221,5;-0,672018548729392;0,2215;999;2;169,0168853;232,933313401324;102,471130405878;223,5;-0,623750590514196;0,2235;999;NA;NA;NA;NA;NA;NA;-0,297284063380164;-0,207019506036713;FALSE;NA;NA;NA;1;0,65659849444449;"#D79C9A";list(c(-668052.492934803, -849375.17647456, -779759.732472283, -613298.39580482, -668052.492934803, 1028710.62785929, 1307923.075387, 1350583.47433831, 1062263.98173444, 1028710.62785929))
"363";"cell_3.695";14;781,2815118611;789,673805349915;20020,4081653727;486;-0,0593122227310326;0,486;999;750,3789737391;8;251,712299728954;106,27315509985;0,397763873762941;NA;NA;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,83913844346884;0,0951121024228255;0,168148582246228;8;251,712299728954;236,918796968568;41,5117833229097;610;0,356368760294169;0,61;999;8;106,27315509985;135,971413266508;41,7218508280561;248;-0,711815453467077;0,248;999;NA;NA;NA;NA;NA;NA;0,75942021980339;0,17261540458823;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1743971.71239164, -1919585.26127138, -1762254.57400277, -1601034.44691907, -1743971.71239164, 2685480.93779561, 2955902.08888665, 3052314.45804345, 2773073.00673177, 2685480.93779561))
"364";"cell_3.696";7;474,9690131607;577,181350403546;12799,7683225284;197;-0,903446135952086;0,197;999;447,7164870107;5;203,75062486388;95,54324847188;-0,0435039778725897;NA;NA;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,63799891204867;0,0402383951672352;0,0442283659038607;5;203,75062486388;236,430580956805;55,003334647828;253;-0,594144996883666;0,253;999;5;95,54324847188;161,252206911934;60,3984692337684;147;-1,08792423506185;0,147;999;NA;NA;NA;NA;NA;NA;0,0901293606701643;-0,601951827025961;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1919585.26127138, -2093804.328768, -1922194.51247213, -1762254.57400277, -1919585.26127138, 2955902.08888665, 3224175.92695315, 3329338.55763181, 3052314.45804345, 2955902.08888665))
"365";"cell_3.7";30;598,8696162635;574,937514042126;12684,451496179;562;0,212493183552889;0,562;999;548,0823920295;5;244,8152545103;166,4542320792;0,318336397170157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,91013380900808;0,211148937719602;-0,0234109652701441;5;244,8152545103;236,098648813354;54,4860344906443;514;0,159978713415879;0,514;999;5;166,4542320792;163,499321891733;57,5310824628696;545;0,0513619779251393;0,545;999;NA;NA;NA;NA;NA;NA;0,645791439914;0,653240323217212;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-3.12325767698867e-10, -3.52355366477559e-10, -150585.98205355, -133478.547296535, -3.12325767698867e-10, -2550417.66461526, -2877294.93953504, -2873351.70681957, -2546922.40584458, -2550417.66461526))
"366";"cell_3.704";201;1248,98877083445;2659,21605763637;57094,8692732892;1;-5,90188268076796;0,001;999;1202,25538066045;47;125,498040388871;30,9084730701466;-1,41193189974311;-1,41193189974311;NA;NA;"Weddell Sea - General Protection Zone";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47;NA;47;NA;NA;41,2343852841483;3,17165591487623;-2,45129395705384;47;125,498040388871;236,274902489564;15,2043588002004;1;-7,28586213706249;0,001;999;47;30,9084730701466;75,9438118560446;10,4699102113408;1;-4,30140639956173;0,001;999;-2,45129395705384;NA;-2,45129395705384;NA;-2,45129395705384;NA;-0,44811228721636;-0,123069689983713;TRUE;306,163673452446;0,01594753402562;NA;1;0,65659849444449;"#D79C9A";list(c(-779759.732472283, -945645.783051244, -858628.403248059, -708007.021243735, -779759.732472283, 1350583.47433831, 1637906.54220801, 1685153.12453975, 1389542.01786436, 1350583.47433831))
"367";"cell_3.709";39;1036,561707684;1382,73908549004;40495,9429023213;42;-1,72025538577008;0,042;999;1005,659169562;18;217,942439831757;64,2055940092333;-0,13987031290215;NA;NA;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,7947357717023;1,08883596266417;-0,901724768212707;18;217,942439831757;235,62360134332;26,0772339909419;241;-0,678030557907511;0,241;999;18;64,2055940092333;106,606388187832;23,289440426679;29;-1,82060167190734;0,029;999;-0,901724768212707;NA;NA;NA;NA;NA;0,305632718832086;-0,179577343860255;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1601034.44691907, -1762254.57400277, -1600093.66943964, -1453708.85731404, -1601034.44691907, 2773073.00673177, 3052314.45804345, 3140360.64543453, 2853064.27531042, 2773073.00673177))
"368";"cell_3.710";42;890,4396014443;1274,55194168533;38318,3741964179;29;-1,96225173935621;0,029;999;863,1870752943;16;225,430525312162;44,9123312251437;-0,347992292797215;NA;NA;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,90233608912184;0,721600582301294;-0,536885818561366;16;225,430525312162;235,475493850951;28,6522524669596;341;-0,35058215930395;0,341;999;16;44,9123312251437;110,210230205167;24,8256811957799;3;-2,63025608300822;0,003;999;NA;NA;NA;NA;NA;NA;0,403154325075912;-0,56776334149502;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1762254.57400277, -1922194.51247213, -1745316.09462767, -1600093.66943964, -1762254.57400277, 3052314.45804345, 3329338.55763181, 3425375.70274349, 3140360.64543453, 3052314.45804345))
"369";"cell_3.711";17;392,9627349457;785,392020065536;21597,633541932;4;-2,67028935974861;0,004;999;280,1719932627;8;109,416911552018;38,5530911005875;-0,736285584887626;NA;NA;"Overlapping_claim_South_Georgia_and_South_Sandwich_Islands:_UK_/_ArgentinaNA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,83447536070984;0,0624031168723504;-0,0302907304306625;8;109,416911552018;234,974948052718;40,979798156941;8;-3,06390080350931;0,008;999;8;38,5530911005875;137,645374387819;41,2028147208796;6;-2,40498820186224;0,006;999;NA;NA;NA;NA;NA;NA;-1,16603611432181;-1,02609442034593;FALSE;NA;NA;NA;2;0,60588208588518;"#BCA4A8";list(c(-1922194.51247213, -2080742.88797925, -1889275.00708642, -1745316.09462767, -1922194.51247213, 3329338.55763181, 3603952.39946767, 3707910.97669612, 3425375.70274349, 3329338.55763181))
